"054517";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"057017";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"064517";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"067017";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"074517";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"077017";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"054518";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"057018";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"064518";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"067018";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"074518";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"077018";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO"
"054519";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"057019";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"064519";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"067019";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"074519";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"077019";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"054522";"TRANSFERENCIAS";"057022";"TRANSFERENCIAS";"064522";"TRANSFERENCIAS";"067022";"TRANSFERENCIAS";"074522";"TRANSFERENCIAS";"077022";"TRANSFERENCIAS"
"054534";"FOMENTO Y APOYO AL ARTE Y LA CULTURA";"057034";"FOMENTO Y APOYO AL ARTE Y LA CULTURA";"064534";"FOMENTO Y APOYO AL ARTE Y LA CULTURA";"067034";"FOMENTO Y APOYO AL ARTE Y LA CULTURA";"074534";"FOMENTO Y APOYO AL ARTE Y LA CULTURA";"077034";"FOMENTO Y APOYO AL ARTE Y LA CULTURA"
"054590";"OTROS PROGRAMAS DE INVERSION";"057090";"OTROS PROGRAMAS DE INVERSION";"064590";"OTROS PROGRAMAS DE INVERSION";"067090";"OTROS PROGRAMAS DE INVERSION";"074590";"OTROS PROGRAMAS DE INVERSION";"077090";"OTROS PROGRAMAS DE INVERSION"
"054591";"RESERVAS PRESUPUESTALES";"057091";"RESERVAS PRESUPUESTALES";"064591";"RESERVAS PRESUPUESTALES";"067091";"RESERVAS PRESUPUESTALES";"074591";"RESERVAS PRESUPUESTALES";"077091";"RESERVAS PRESUPUESTALES"
"054592";"PASIVOS EXIGIBLES";"057092";"PASIVOS EXIGIBLES";"064592";"PASIVOS EXIGIBLES";"067092";"PASIVOS EXIGIBLES";"074592";"PASIVOS EXIGIBLES";"077092";"PASIVOS EXIGIBLES"
"0546";"SECTOR RECREACION Y DEPORTES - APROBADOS (CR)";"0571";"SECTOR RECREACION Y DEPORTES - POR EJECUTAR (DB)";"0646";"SECTOR RECREACION Y DEPORTES - COMPROMISOS (DB)";"0671";"SECTOR RECREACION Y DEPORTES - OBLIGACIONES (DB)";"0746";"SECTOR RECREACION Y DEPORTES - PAGOS EN EFECTIVO (DB)";"0771";"SECTOR RECREACION Y DEPORTES - PAGADOS SIN FLUJO DE EFECTIVO (DB)"
"054601";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"057101";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"064601";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"067101";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"074601";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"077101";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR"
"054602";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"057102";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"064602";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"067102";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"074602";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"077102";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"054603";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"057103";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"064603";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"067103";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"074603";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"077103";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"054604";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"057104";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"064604";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"067104";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"074604";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"077104";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA"
"054605";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"057105";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"064605";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"067105";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"074605";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"077105";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA"
"054606";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"057106";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"064606";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"067106";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"074606";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"077106";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA"
"054607";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"057107";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"064607";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"067107";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"074607";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"077107";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"054608";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"057108";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"064608";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"067108";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"074608";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"077108";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"054609";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"057109";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"064609";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"067109";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"074609";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"077109";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"054610";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"057110";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"064610";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"067110";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"074610";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"077110";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"054611";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"057111";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"064611";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"067111";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"074611";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"077111";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO"
"054612";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"057112";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"064612";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"067112";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"074612";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"077112";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO"
"054613";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"057113";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"064613";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"067113";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"074613";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"077113";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS"
"054614";"ESTUDIOS DE PREINVERSION";"057114";"ESTUDIOS DE PREINVERSION";"064614";"ESTUDIOS DE PREINVERSION";"067114";"ESTUDIOS DE PREINVERSION";"074614";"ESTUDIOS DE PREINVERSION";"077114";"ESTUDIOS DE PREINVERSION"
"054615";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"057115";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"064615";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"067115";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"074615";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"077115";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO"
"054616";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"057116";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"064616";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"067116";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"074616";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"077116";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO"
"054617";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"057117";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"064617";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"067117";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"074617";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"077117";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"054618";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"057118";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"064618";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"067118";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"074618";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"077118";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO"
"054619";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"057119";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"064619";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"067119";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"074619";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"077119";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"054622";"TRANSFERENCIAS";"057122";"TRANSFERENCIAS";"064622";"TRANSFERENCIAS";"067122";"TRANSFERENCIAS";"074622";"TRANSFERENCIAS";"077122";"TRANSFERENCIAS"
"054633";"FOMENTO Y APOYO A LA RECREACION Y AL DEPORTE";"057133";"FOMENTO Y APOYO A LA RECREACION Y AL DEPORTE";"064633";"FOMENTO Y APOYO A LA RECREACION Y AL DEPORTE";"067133";"FOMENTO Y APOYO A LA RECREACION Y AL DEPORTE";"074633";"FOMENTO Y APOYO A LA RECREACION Y AL DEPORTE";"077133";"FOMENTO Y APOYO A LA RECREACION Y AL DEPORTE"
"054690";"OTROS PROGRAMAS DE INVERSION";"057190";"OTROS PROGRAMAS DE INVERSION";"064690";"OTROS PROGRAMAS DE INVERSION";"067190";"OTROS PROGRAMAS DE INVERSION";"074690";"OTROS PROGRAMAS DE INVERSION";"077190";"OTROS PROGRAMAS DE INVERSION"
"054691";"RESERVAS PRESUPUESTALES";"057191";"RESERVAS PRESUPUESTALES";"064691";"RESERVAS PRESUPUESTALES";"067191";"RESERVAS PRESUPUESTALES";"074691";"RESERVAS PRESUPUESTALES";"077191";"RESERVAS PRESUPUESTALES"
"054692";"PASIVOS EXIGIBLES";"057192";"PASIVOS EXIGIBLES";"064692";"PASIVOS EXIGIBLES";"067192";"PASIVOS EXIGIBLES";"074692";"PASIVOS EXIGIBLES";"077192";"PASIVOS EXIGIBLES"
"0547";"OTROS SECTORES - APROBADOS (CR)";"0572";"OTROS SECTORES - POR EJECUTAR (DB)";"0647";"OTROS SECTORES - COMPROMISOS (DB)";"0672";"OTROS SECTORES - OBLIGACIONES (DB)";"0747";"OTROS SECTORES - PAGOS EN EFECTIVO (DB)";"0772";"OTROS SECTORES - PAGADOS SIN FLUJO DE EFECTIVO (DB)"
"054701";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"057201";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"064701";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"067201";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"074701";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"077201";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR"
"054702";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"057202";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"064702";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"067202";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"074702";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"077202";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"054703";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"057203";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"064703";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"067203";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"074703";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"077203";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"054704";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"057204";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"064704";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"067204";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"074704";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"077204";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA"
"054705";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"057205";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"064705";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"067205";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"074705";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"077205";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA"
"054706";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"057206";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"064706";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"067206";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"074706";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"077206";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA"
"054707";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"057207";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"064707";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"067207";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"074707";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"077207";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"054708";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"057208";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"064708";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"067208";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"074708";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"077208";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"054709";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"057209";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"064709";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS   ADMINISTRATIVOS";"067209";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"074709";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"077209";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"054710";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"057210";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"064710";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"067210";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"074710";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"077210";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"054711";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"057211";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"064711";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"067211";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"074711";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"077211";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO"
"054712";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"057212";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"064712";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"067212";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"074712";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"077212";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO"
"054713";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"057213";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"064713";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"067213";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"074713";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"077213";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS"
"054714";"ESTUDIOS DE PREINVERSION";"057214";"ESTUDIOS DE PREINVERSION";"064714";"ESTUDIOS DE PREINVERSION";"067214";"ESTUDIOS DE PREINVERSION";"074714";"ESTUDIOS DE PREINVERSION";"077214";"ESTUDIOS DE PREINVERSION"
"054715";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"057215";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"064715";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"067215";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"074715";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"077215";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO"
"054716";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"057216";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"064716";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"067216";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"074716";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"077216";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO"
