"054318";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"056818";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"064318";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"066818";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"074318";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"076818";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO"
"054319";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"056819";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"064319";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"066819";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"074319";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"076819";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"054320";"CREDITOS";"056820";"CREDITOS";"064320";"CREDITOS";"066820";"CREDITOS";"074320";"CREDITOS";"076820";"CREDITOS"
"054321";"SUBSIDIOS DIRECTOS";"056821";"SUBSIDIOS DIRECTOS";"064321";"SUBSIDIOS DIRECTOS";"066821";"SUBSIDIOS DIRECTOS";"074321";"SUBSIDIOS DIRECTOS";"076821";"SUBSIDIOS DIRECTOS"
"054322";"TRANSFERENCIAS";"056822";"TRANSFERENCIAS";"064322";"TRANSFERENCIAS";"066822";"TRANSFERENCIAS";"074322";"TRANSFERENCIAS";"076822";"TRANSFERENCIAS"
"054323";"INVERSIONES Y APORTES FINANCIEROS";"056823";"INVERSIONES Y APORTES FINANCIEROS";"064323";"INVERSIONES Y APORTES FINANCIEROS";"066823";"INVERSIONES Y APORTES FINANCIEROS";"074323";"INVERSIONES Y APORTES FINANCIEROS";"076823";"INVERSIONES Y APORTES FINANCIEROS"
"054324";"CAPITALIZACION";"056824";"CAPITALIZACION";"064324";"CAPITALIZACION";"066824";"CAPITALIZACION";"074324";"CAPITALIZACION";"076824";"CAPITALIZACION"
"054337";"ADECUACION DE AREAS URBANAS Y RURALES";"056837";"ADECUACION DE AREAS URBANAS Y RURALES";"064337";"ADECUACION DE AREAS URBANAS Y RURALES";"066837";"ADECUACION DE AREAS URBANAS Y RURALES";"074337";"ADECUACION DE AREAS URBANAS Y RURALES";"076837";"ADECUACION DE AREAS URBANAS Y RURALES"
"054338";"REUBICACION DE ASENTAMIENTOS";"056838";"REUBICACION DE ASENTAMIENTOS";"064338";"REUBICACION DE ASENTAMIENTOS";"066838";"REUBICACION DE ASENTAMIENTOS";"074338";"REUBICACION DE ASENTAMIENTOS";"076838";"REUBICACION DE ASENTAMIENTOS"
"054390";"OTROS PROGRAMAS DE INVERSION";"056890";"OTROS PROGRAMAS DE INVERSION";"064390";"OTROS PROGRAMAS DE INVERSION";"066890";"OTROS PROGRAMAS DE INVERSION";"074390";"OTROS PROGRAMAS DE INVERSION";"076890";"OTROS PROGRAMAS DE INVERSION"
"054391";"RESERVAS PRESUPUESTALES";"056891";"RESERVAS PRESUPUESTALES";"064391";"RESERVAS PRESUPUESTALES";"066891";"RESERVAS PRESUPUESTALES";"074391";"RESERVAS PRESUPUESTALES";"076891";"RESERVAS PRESUPUESTALES"
"054392";"PASIVOS EXIGIBLES";"056892";"PASIVOS EXIGIBLES";"064392";"PASIVOS EXIGIBLES";"066892";"PASIVOS EXIGIBLES";"074392";"PASIVOS EXIGIBLES";"076892";"PASIVOS EXIGIBLES"
"0544";"SECTOR DESARROLLO COMUNITARIO - APROBADOS (CR)";"0569";"SECTOR DESARROLLO COMUNITARIO - POR EJECUTAR (DB)";"0644";"SECTOR DESARROLLO COMUNITARIO - COMPROMISOS (DB)";"0669";"SECTOR DESARROLLO COMUNITARIO - OBLIGACIONES (DB)";"0744";"SECTOR DESARROLLO COMUNITARIO - PAGOS EN EFECTIVO (DB)";"0769";"SECTOR DESARROLLO COMUNITARIO - PAGADOS SIN FLUJO DE EFECTIVO (DB)"
"054401";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"056901";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"064401";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"066901";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"074401";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"076901";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR"
"054402";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"056902";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"064402";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"066902";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"074402";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"076902";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"054403";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"056903";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"064403";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"066903";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"074403";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"076903";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"054404";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"056904";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"064404";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"066904";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"074404";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"076904";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA"
"054405";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"056905";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"064405";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"066905";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"074405";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"076905";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA"
"054406";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"056906";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"064406";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"066906";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"074406";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"076906";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA"
"054407";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"056907";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"064407";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"066907";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"074407";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"076907";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"054408";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"056908";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"064408";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"066908";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"074408";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"076908";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"054409";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"056909";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"064409";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"066909";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"074409";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"076909";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"054410";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"056910";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"064410";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"066910";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"074410";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"076910";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"054411";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"056911";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"064411";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"066911";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"074411";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"076911";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO"
"054412";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"056912";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"064412";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"066912";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"074412";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"076912";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO"
"054413";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"056913";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"064413";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"066913";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"074413";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"076913";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS"
"054414";"ESTUDIOS DE PREINVERSION";"056914";"ESTUDIOS DE PREINVERSION";"064414";"ESTUDIOS DE PREINVERSION";"066914";"ESTUDIOS DE PREINVERSION";"074414";"ESTUDIOS DE PREINVERSION";"076914";"ESTUDIOS DE PREINVERSION"
"054415";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"056915";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"064415";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"066915";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"074415";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"076915";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO"
"054416";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"056916";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"064416";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"066916";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"074416";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"076916";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO"
"054417";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"056917";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"064417";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"066917";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"074417";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"076917";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"054418";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"056918";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"064418";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"066918";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"074418";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"076918";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO"
"054419";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"056919";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"064419";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"066919";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"074419";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"076919";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"054420";"CREDITOS";"056920";"CREDITOS";"064420";"CREDITOS";"066920";"CREDITOS";"074420";"CREDITOS";"076920";"CREDITOS"
"054421";"SUBSIDIOS DIRECTOS";"056921";"SUBSIDIOS DIRECTOS";"064421";"SUBSIDIOS DIRECTOS";"066921";"SUBSIDIOS DIRECTOS";"074421";"SUBSIDIOS DIRECTOS";"076921";"SUBSIDIOS DIRECTOS"
"054422";"TRANSFERENCIAS";"056922";"TRANSFERENCIAS";"064422";"TRANSFERENCIAS";"066922";"TRANSFERENCIAS";"074422";"TRANSFERENCIAS";"076922";"TRANSFERENCIAS"
"054490";"OTROS PROGRAMAS DE INVERSION";"056990";"OTROS PROGRAMAS DE INVERSION";"064490";"OTROS PROGRAMAS DE INVERSION";"066990";"OTROS PROGRAMAS DE INVERSION";"074490";"OTROS PROGRAMAS DE INVERSION";"076990";"OTROS PROGRAMAS DE INVERSION"
"054491";"RESERVAS PRESUPUESTALES";"056991";"RESERVAS PRESUPUESTALES";"064491";"RESERVAS PRESUPUESTALES";"066991";"RESERVAS PRESUPUESTALES";"074491";"RESERVAS PRESUPUESTALES";"076991";"RESERVAS PRESUPUESTALES"
"054492";"PASIVOS EXIGIBLES";"056992";"PASIVOS EXIGIBLES";"064492";"PASIVOS EXIGIBLES";"066992";"PASIVOS EXIGIBLES";"074492";"PASIVOS EXIGIBLES";"076992";"PASIVOS EXIGIBLES"
"0545";"SECTOR ARTE Y CULTURA - APROBADOS (CR)";"0570";"SECTOR ARTE Y CULTURA - POR EJECUTAR (DB)";"0645";"SECTOR ARTE Y CULTURA - COMPROMISOS (DB)";"0670";"SECTOR ARTE Y CULTURA - OBLIGACIONES (DB)";"0745";"SECTOR ARTE Y CULTURA - PAGOS EN EFECTIVO (DB)";"0770";"SECTOR ARTE Y CULTURA - PAGADOS SIN FLUJO DE EFECTIVO (DB)"
"054501";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"057001";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"064501";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"067001";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"074501";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"077001";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR"
"054502";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"057002";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"064502";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"067002";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"074502";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"077002";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"054503";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"057003";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"064503";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"067003";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"074503";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"077003";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"054504";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"057004";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"064504";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"067004";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"074504";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"077004";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA"
"054505";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"057005";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"064505";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"067005";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"074505";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"077005";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA"
"054506";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"057006";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"064506";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"067006";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"074506";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"077006";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA"
"054507";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"057007";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"064507";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"067007";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"074507";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"077007";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"054508";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"057008";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"064508";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"067008";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"074508";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"077008";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"054509";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"057009";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"064509";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"067009";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"074509";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"077009";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"054510";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"057010";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"064510";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"067010";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"074510";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"077010";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"054511";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"057011";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"064511";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"067011";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"074511";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"077011";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO"
"054512";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"057012";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"064512";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"067012";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"074512";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"077012";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO"
"054513";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"057013";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"064513";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"067013";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"074513";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"077013";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS"
"054514";"ESTUDIOS DE PREINVERSION";"057014";"ESTUDIOS DE PREINVERSION";"064514";"ESTUDIOS DE PREINVERSION";"067014";"ESTUDIOS DE PREINVERSION";"074514";"ESTUDIOS DE PREINVERSION";"077014";"ESTUDIOS DE PREINVERSION"
"054515";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"057015";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"064515";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"067015";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"074515";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"077015";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO"
"054516";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"057016";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"064516";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"067016";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"074516";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"077016";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO"
